movieid_directorid,movieid,directorid,genre
1693347_252439,1693347,252439,Horror
1715186_247236,1715186,247236,Horror
1717910_271407,1717910,271407,Horror
1722776_85889,1722776,85889,Horror
1724190_151963,1724190,151963,Horror
1725437_156102,1725437,156102,Horror
1727017_237833,1727017,237833,Horror
1728802_209221,1728802,209221,Horror
1750728_226096,1750728,226096,Horror
1757485_190139,1757485,190139,Horror
1777932_27051,1777932,27051,Horror
1778025_158966,1778025,158966,Horror
1778413_190552,1778413,190552,Horror
1781274_226096,1781274,226096,Horror
1781303_83624,1781303,83624,Horror
1788624_293997,1788624,293997,Horror
1788636_298793,1788636,298793,Horror
1794772_58769,1794772,58769,Horror
1802055_234458,1802055,234458,Horror
1802058_53258,1802058,53258,Horror
1802676_155392,1802676,155392,Horror
1802677_246973,1802677,246973,Horror
1804898_112522,1804898,112522,Horror
1804923_187534,1804923,187534,Horror
1804923_254160,1804923,254160,Horror
1805225_64003,1805225,64003,Horror
1815901_119790,1815901,119790,Horror
1815914_150683,1815914,150683,Horror
1815915_21466,1815915,21466,Horror
1816171_140837,1816171,140837,Horror
1816175_220029,1816175,220029,Horror
1816176_117299,1816176,117299,Horror
1829152_258438,1829152,258438,Horror
1838568_65543,1838568,65543,Horror
1840524_195780,1840524,195780,Horror
1840882_271407,1840882,271407,Horror
1846390_119017,1846390,119017,Horror
1846390_271025,1846390,271025,Horror
1856325_200697,1856325,200697,Horror
1857496_66071,1857496,66071,Horror
1881802_200981,1881802,200981,Horror
1881868_20504,1881868,20504,Horror
1890515_34623,1890515,34623,Horror
1890515_89713,1890515,89713,Horror
1890516_85387,1890516,85387,Horror
1898971_120667,1898971,120667,Horror
1923165_7366,1923165,7366,Horror
1925449_28945,1925449,28945,Horror
1927004_92399,1927004,92399,Horror
1927021_139740,1927021,139740,Horror
1938142_298619,1938142,298619,Horror
1949502_293997,1949502,293997,Horror
1950466_269416,1950466,269416,Horror
1951984_58545,1951984,58545,Horror
1951988_185309,1951988,185309,Horror
1951989_185309,1951989,185309,Horror
1951990_35749,1951990,35749,Horror
1951991_114337,1951991,114337,Horror
1951993_262584,1951993,262584,Horror
1952001_305385,1952001,305385,Horror
1974724_237529,1974724,237529,Horror
1976454_255033,1976454,255033,Horror
1984278_41939,1984278,41939,Horror
1984283_161376,1984283,161376,Horror
1984284_205903,1984284,205903,Horror
1984320_234930,1984320,234930,Horror
1984323_289553,1984323,289553,Horror
1984372_46277,1984372,46277,Horror
1993850_67251,1993850,67251,Horror
1994073_224526,1994073,224526,Horror
1994414_16692,1994414,16692,Horror
1994419_257600,1994419,257600,Horror
1994419_300544,1994419,300544,Horror
2002121_82756,2002121,82756,Horror
2002121_169493,2002121,169493,Horror
2002121_281227,2002121,281227,Horror
2008297_173999,2008297,173999,Horror
2010811_43728,2010811,43728,Horror
2010812_169676,2010812,169676,Horror
2012514_189043,2012514,189043,Horror
2017615_97595,2017615,97595,Horror
2018491_43728,2018491,43728,Horror
2018634_40434,2018634,40434,Horror
2019451_173766,2019451,173766,Horror
2020617_19104,2020617,19104,Horror
2027057_19104,2027057,19104,Horror
2028238_75785,2028238,75785,Horror
2032839_41939,2032839,41939,Horror
2035079_9836,2035079,9836,Horror
2038757_132732,2038757,132732,Horror
2039701_253187,2039701,253187,Horror
2042417_10450,2042417,10450,Horror
2048384_179557,2048384,179557,Horror
2048622_268114,2048622,268114,Horror
2096283_19104,2096283,19104,Horror
2096850_233547,2096850,233547,Horror
2097603_9314,2097603,9314,Horror
2106723_58613,2106723,58613,Horror
2116708_36926,2116708,36926,Horror
2117546_111867,2117546,111867,Horror
2127563_118604,2127563,118604,Horror
2127575_120667,2127575,120667,Horror
2136104_16692,2136104,16692,Horror
2157118_244827,2157118,244827,Horror
2174775_65543,2174775,65543,Horror
2191929_289590,2191929,289590,Horror
2205117_37677,2205117,37677,Horror
2207291_56774,2207291,56774,Horror
2209901_111614,2209901,111614,Horror
2210196_233838,2210196,233838,Horror
2210519_242345,2210519,242345,Horror
2216640_38755,2216640,38755,Horror
2216640_39702,2216640,39702,Horror
2216640_56497,2216640,56497,Horror
2216640_142318,2216640,142318,Horror
2216640_164591,2216640,164591,Horror
2216642_192717,2216642,192717,Horror
2235600_19104,2235600,19104,Horror
2247913_15640,2247913,15640,Horror
2252158_90893,2252158,90893,Horror
2253441_219182,2253441,219182,Horror
2257031_151499,2257031,151499,Horror
2257906_55402,2257906,55402,Horror
2258068_46277,2258068,46277,Horror
2262428_54863,2262428,54863,Horror
2263106_298793,2263106,298793,Horror
2267777_120667,2267777,120667,Horror
2267780_96927,2267780,96927,Horror
2267781_251536,2267781,251536,Horror
2278576_165740,2278576,165740,Horror
2278585_29445,2278585,29445,Horror
2280097_118604,2280097,118604,Horror
2280098_282892,2280098,282892,Horror
2280125_88848,2280125,88848,Horror
2280126_212990,2280126,212990,Horror
2281160_297566,2281160,297566,Horror
2285138_106015,2285138,106015,Horror
2285139_14663,2285139,14663,Horror
2291501_131348,2291501,131348,Horror
2291903_25398,2291903,25398,Horror
2292470_101320,2292470,101320,Horror
2293483_19104,2293483,19104,Horror
2296145_206521,2296145,206521,Horror
2298717_217521,2298717,217521,Horror
2307985_99873,2307985,99873,Horror
2327746_56774,2327746,56774,Horror
2327747_56774,2327747,56774,Horror
2338375_118604,2338375,118604,Horror
2353900_162449,2353900,162449,Horror
2354219_118102,2354219,118102,Horror
2354438_94214,2354438,94214,Horror
2361778_255127,2361778,255127,Horror
2363269_88650,2363269,88650,Horror
2370472_118604,2370472,118604,Horror
2374584_288883,2374584,288883,Horror
2375093_144644,2375093,144644,Horror
2377049_215462,2377049,215462,Horror
2377173_96851,2377173,96851,Horror
2387087_56774,2387087,56774,Horror
2393876_58432,2393876,58432,Horror
2395953_10450,2395953,10450,Horror
2402836_278538,2402836,278538,Horror
2407577_234788,2407577,234788,Horror
2409655_218785,2409655,218785,Horror
2410686_295332,2410686,295332,Horror
2413168_118604,2413168,118604,Horror
2413799_193787,2413799,193787,Horror
2413799_268283,2413799,268283,Horror
2413948_71606,2413948,71606,Horror
2413948_301590,2413948,301590,Horror
2414400_297774,2414400,297774,Horror
2415512_103481,2415512,103481,Horror
2419930_191479,2419930,191479,Horror
2424038_233838,2424038,233838,Horror
2425835_85387,2425835,85387,Horror
2430234_89882,2430234,89882,Horror
2430236_26695,2430236,26695,Horror
2430810_232620,2430810,232620,Horror
2431715_231099,2431715,231099,Horror
2432424_14569,2432424,14569,Horror
2433612_197327,2433612,197327,Horror
2433613_57348,2433613,57348,Horror
2433626_288988,2433626,288988,Horror
2433734_41939,2433734,41939,Horror
2434036_34642,2434036,34642,Horror
2436084_138603,2436084,138603,Horror
2436288_5798,2436288,5798,Horror
2440732_297774,2440732,297774,Horror
2441559_30343,2441559,30343,Horror
2441559_50572,2441559,50572,Horror
2443201_60979,2443201,60979,Horror
2444642_50791,2444642,50791,Horror
2446984_138603,2446984,138603,Horror
2447114_41969,2447114,41969,Horror
2447114_202441,2447114,202441,Horror
2450038_157523,2450038,157523,Horror
2456021_118604,2456021,118604,Horror
2457234_54863,2457234,54863,Horror
2460402_101035,2460402,101035,Horror
2460404_154648,2460404,154648,Horror
2463624_70986,2463624,70986,Horror
2466743_45868,2466743,45868,Horror
2466743_133424,2466743,133424,Horror
2466743_150640,2466743,150640,Horror
2466743_247690,2466743,247690,Horror
2470056_205014,2470056,205014,Horror
2470769_250889,2470769,250889,Horror
2472244_124171,2472244,124171,Horror
2473007_119622,2473007,119622,Horror
2477894_148294,2477894,148294,Horror
2481584_87006,2481584,87006,Horror
2482401_90038,2482401,90038,Horror
2484852_199280,2484852,199280,Horror
2485015_41939,2485015,41939,Horror
2485041_113501,2485041,113501,Horror
2485041_201065,2485041,201065,Horror
2485831_43728,2485831,43728,Horror
2495820_71639,2495820,71639,Horror
2497412_119790,2497412,119790,Horror
2509643_118604,2509643,118604,Horror
2510141_118604,2510141,118604,Horror
2523180_158966,2523180,158966,Horror
2537704_26617,2537704,26617,Horror
2537710_205993,2537710,205993,Horror
2547352_230007,2547352,230007,Horror
2547353_41939,2547353,41939,Horror
2577428_200079,2577428,200079,Horror
1677472_177966,1677472,177966,Other
1678036_124171,1678036,124171,Other
1715253_111907,1715253,111907,Other
1724201_185400,1724201,185400,Other
1729579_198711,1729579,198711,Other
1730457_75955,1730457,75955,Other
1736211_212008,1736211,212008,Other
1748317_71009,1748317,71009,Other
1756768_285051,1756768,285051,Other
1771672_294206,1771672,294206,Other
1781603_158595,1781603,158595,Other
1787428_7387,1787428,7387,Other
1812339_147307,1812339,147307,Other
1816182_154885,1816182,154885,Other
1820147_136899,1820147,136899,Other
1824605_151499,1824605,151499,Other
1834423_85912,1834423,85912,Other
1849147_220729,1849147,220729,Other
1852976_280348,1852976,280348,Other
1856252_31499,1856252,31499,Other
1870751_166791,1870751,166791,Other
1878227_292153,1878227,292153,Other
1898323_247513,1898323,247513,Other
1899880_238240,1899880,238240,Other
1918312_165692,1918312,165692,Other
1939754_158089,1939754,158089,Other
1946562_118604,1946562,118604,Other
1949526_196638,1949526,196638,Other
1976610_143399,1976610,143399,Other
1988142_92396,1988142,92396,Other
1996888_21574,1996888,21574,Other
1998849_157523,1998849,157523,Other
2003869_95047,2003869,95047,Other
2010567_139411,2010567,139411,Other
2010591_139411,2010591,139411,Other
2015145_43862,2015145,43862,Other
2015145_150113,2015145,150113,Other
2036706_224293,2036706,224293,Other
2042409_101300,2042409,101300,Other
2075122_207256,2075122,207256,Other
2127886_184259,2127886,184259,Other
2130342_212245,2130342,212245,Other
2146691_223438,2146691,223438,Other
2147519_57144,2147519,57144,Other
2161144_99240,2161144,99240,Other
2161144_99241,2161144,99241,Other
2165666_185400,2165666,185400,Other
2183622_171761,2183622,171761,Other
2185038_236779,2185038,236779,Other
2192733_12945,2192733,12945,Other
2192733_267791,2192733,267791,Other
2207638_209884,2207638,209884,Other
2207638_268197,2207638,268197,Other
2232255_29481,2232255,29481,Other
2242954_244827,2242954,244827,Other
2244550_150200,2244550,150200,Other
2244550_150201,2244550,150201,Other
2246004_303652,2246004,303652,Other
2257901_55402,2257901,55402,Other
2278340_269545,2278340,269545,Other
2281612_303590,2281612,303590,Other
2292109_211002,2292109,211002,Other
2293416_118604,2293416,118604,Other
2307071_197327,2307071,197327,Other
2316009_118604,2316009,118604,Other
2359470_242209,2359470,242209,Other
2359470_257600,2359470,257600,Other
2359625_32371,2359625,32371,Other
2360397_270453,2360397,270453,Other
2364486_162415,2364486,162415,Other
2364949_85889,2364949,85889,Other
2410977_244218,2410977,244218,Other
2416139_19702,2416139,19702,Other
2418525_254988,2418525,254988,Other
2424777_57348,2424777,57348,Other
2433700_53599,2433700,53599,Other
2435509_269400,2435509,269400,Other
2440733_28822,2440733,28822,Other
2441791_201462,2441791,201462,Other
2443403_247289,2443403,247289,Other
2454098_56545,2454098,56545,Other
2459443_287198,2459443,287198,Other
2462177_80609,2462177,80609,Other
2462304_210963,2462304,210963,Other
2462595_217521,2462595,217521,Other
2469755_295005,2469755,295005,Other
2480764_255127,2480764,255127,Other
2481636_33849,2481636,33849,Other
2485237_237428,2485237,237428,Other
2487295_233572,2487295,233572,Other
2493709_11566,2493709,11566,Other
2494814_30642,2494814,30642,Other
2503342_177716,2503342,177716,Other
2504015_263139,2504015,263139,Other
2521652_97642,2521652,97642,Other
2522004_165692,2522004,165692,Other
2533425_59933,2533425,59933,Other
2544531_118604,2544531,118604,Other
2570825_265215,2570825,265215,Other
2572478_149311,2572478,149311,Other
2577062_304827,2577062,304827,Other
2590181_270707,2590181,270707,Other
2591814_57348,2591814,57348,Other
